case_id,case_title,case_citation,parallel_cite,filed_date,not_rule36,number_of_patents,note,patent1,patent1_cpc,patent1_find_error,patent1_reverse,patent2,patent2_cpc,patent2_find_error,patent2_reverse,patent3,patent3_cpc,patent3_find_error,patent3_reverse,patent4,patent4_cpc,patent4_find_error,patent4_reverse,patent5,patent5_cpc,patent5_find_error,patent5_reverse,patent6,patent6_cpc,patent6_find_error,patent6_reverse,patent7,patent7_cpc,patent7_find_error,patent7_reverse
1416,"TI Group Automotive Systems (North America), Inc. v. VDO North America, L.L.C.",375 F.3d 1126,71 U.S.P.Q.2d 1328,30/6/2004,1,1,,4860714,F02M37/0023,1,1,,,,,,,,,,,,,,,,,,,,,,,,
1418,Novartis Pharmaceuticals Corp. v. Abbott Laboratories,375 F.3d 1328,71 U.S.P.Q.2d 1650,8/7/2004,1,2,Judge Bryson held a dissenting opinion with respect to claim construction.,5342625,A61K38/13,1,0,6007840,A61K9/4858,1,0,,,,,,,,,,,,,,,,,,,,
1419,"Unitherm Food Systems, Inc. v. Swift-Eckrich, Inc.",375 F.3d 1341,"2004-1 Trade Cases P 74,470",12/7/2004,1,1,,5952027,A23B4/01,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1421,"Applera Corp.--Applied Biosystems Group v. Illumina, Inc.",375 Fed.Appx. 12,2010 WL 1169936,25/3/2010,1,1,,6306597,C12Q1/6869,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1422,"iLight Technologies, Inc. v. Fallon Luminous Products Corp.",375 Fed.Appx. 21,2010 WL 1558939,20/4/2010,1,3,,6592238,F21V5/00,1,1,6953262,F21V5/00,1,1,7188970,F21V5/00,1,1,,,,,,,,,,,,,,,,
1424,"Oracle Corp. v. Parallel Networks, LLC",375 Fed.Appx. 36,2010 WL 1709308,28/4/2010,1,2,,5894554,H04L9/40,1,1,6415335,H04L9/40,1,1,,,,,,,,,,,,,,,,,,,,
1425,"Glaxo Group Ltd. v. Apotex, Inc.",376 F.3d 1339,71 U.S.P.Q.2d 1801,27/7/2004,1,2,,4562181,C07D501/34,0,0,4820833,C07D501/34,0,0,,,,,,,,,,,,,,,,,,,,
1426,Eli Lilly and Co. v. Aradigm Corp.,376 F.3d 1352,71 U.S.P.Q.2d 1787,20/7/2004,1,1,DC failed to construct,5888477,A61K9/007,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1428,Seiko Epson Corp. v. Coretronic Corp.,376 Fed.Appx. 23,2010 WL 2008847,20/5/2010,1,1,,6203158,H04N9/3141,1,1,,,,,,,,,,,,,,,,,,,,,,,,
1429,"Mars, Inc. v. H.J. Heinz Co., L.P.",377 F.3d 1369,71 U.S.P.Q.2d 1837,29/7/2004,1,1,,6312746,A23K40/20,1,1,,,,,,,,,,,,,,,,,,,,,,,,
1430,"Southern Mills, Inc. v. Polartec, LLC",377 Fed.Appx. 2,2010 WL 1948561,14/5/2010,1,1,,5727401,D04B1/123,1,1,,,,,,,,,,,,,,,,,,,,,,,,
1431,"Microthin.com, Inc. v. SiliconeZone USA, LLC",377 Fed.Appx. 8,2010 WL 2025495,20/5/2010,1,2,,5942311,G06F3/0395,0,0,5997995,G06F3/0395,0,0,,,,,,,,,,,,,,,,,,,,
1433,"Power Mosfet Technologies, L.L.C. v. Siemens AG",378 F.3d 1396,72 U.S.P.Q.2d 1129,17/8/2004,1,1,,5216275,H01L29/7802,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1434,"Randall May Intern., Inc. v. DEG Music Products, Inc.",378 Fed.Appx. 989,2010 WL 1872741,11/5/2010,1,1,,6881886,G10G5/005,1,1,,,,,,,,,,,,,,,,,,,,,,,,
1435,Linear Technology Corp. v. Impala Linear Corp.,379 F.3d 1311,72 U.S.P.Q.2d 1065,17/8/2004,1,1,,5481178,H02M3/156,1,1,,,,,,,,,,,,,,,,,,,,,,,,
1440,"Benetton Sportsystem USA, Inc. v. First Team Sports, Inc.",38 Fed.Appx. 599,2002 WL 1312678,14/6/2002,1,1,Judge Newman dissents regarding claim construction,6050574,A63C17/06,1,1,,,,,,,,,,,,,,,,,,,,,,,,
1442,"Innova/Pure Water, Inc. v. Safari Water Filtration Systems, Inc.",381 F.3d 1111,72 U.S.P.Q.2d 1001,11/8/2004,1,1,,5609759,C02F1/003,1,1,,,,,,,,,,,,,,,,,,,,,,,,
1446,"Home Diagnostics, Inc. v. LifeScan, Inc.",381 F.3d 1352,72 U.S.P.Q.2d 1276,31/8/2004,1,1,,6268162,G01N21/8483,1,1,,,,,,,,,,,,,,,,,,,,,,,,
1447,"Cardiac Pacemakers, Inc. v. St. Jude Medical, Inc.",381 F.3d 1371,72 U.S.P.Q.2d 1333,31/8/2004,1,1,,4407288,A61N1/37217,1,1,,,,,,,,,,,,,,,,,,,,,,,,
1451,"Lighting World, Inc. v. Birchwood Lighting, Inc.",382 F.3d 1354,72 U.S.P.Q.2d 1344,3/9/2004,1,2,,5448460,F21S4/20,1,1,5221139,F21S2/00,1,1,,,,,,,,,,,,,,,,,,,,
1453,"Irdeto Access, Inc. v. Echostar Satellite Corp.",383 F.3d 1295,72 U.S.P.Q.2d 1678,14/9/2004,1,1,,4531020,H04N7/1675,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1454,"Poly-America, L.P. v. GSE Lining Technology, Inc.",383 F.3d 1303,72 U.S.P.Q.2d 1685,14/9/2004,1,2,,5763047,B29C48/10,0,0,5804112,B29C48/10,0,0,,,,,,,,,,,,,,,,,,,,
1455,"Toro Co. v. White Consolidated Industries, Inc.",383 F.3d 1326,72 U.S.P.Q.2d 1449,13/9/2004,1,1,,4694528,A47L5/14,1,0,,,,,,,,,,,,,,,,,,,,,,,,
1460,"Astrazeneca AB, Aktiebolaget Hassle, KBI-E, Inc. v. Mutual Pharmaceutical Co., Inc.",384 F.3d 1333,72 U.S.P.Q.2d 1726,30/9/2004,1,1,,4803081,A61K9/2013,1,1,,,,,,,,,,,,,,,,,,,,,,,,
1467,On-Line Tech. v. Bodenseewerk Perkin-Elmer,386 F.3d 1133,73 U.S.P.Q.2d 1116,13/10/2004,1,1,,5440143,G01N21/031,1,1,,,,,,,,,,,,,,,,,,,,,,,,
1469,"C.R. Bard, Inc. v. U.S. Surgical Corp.",388 F.3d 858,73 U.S.P.Q.2d 1011,29/10/2004,1,1,,5356432,A61F2/0063,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1479,"Frank's Casing Crew & Rental Tools, Inc. v. Weatherford Intern., Inc.",389 F.3d 1370,73 U.S.P.Q.2d 1065,30/11/2004,1,1,,5049020,E21B19/16,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1485,"Alza Corp. v. Mylan Laboratories, Inc.",391 F.3d 1365,73 U.S.P.Q.2d 1161,10/12/2004,1,2,,4588580,A61K9/7053,0,0,4470962,A61K9/7084,0,0,,,,,,,,,,,,,,,,,,,,
1487,Versa Corp. v. Ag-Bag Intern. Ltd.,392 F.3d 1325,73 U.S.P.Q.2d 1191,14/12/2004,1,3,,5345744,B65B1/04,1,1,5426910,B65B1/04,1,1,5452562,B65B1/04,1,1,,,,,,,,,,,,,,,,
1488,"NTP, Inc. v. Research In Motion, Ltd.",392 F.3d 1336,73 U.S.P.Q.2d 1231,14/12/2004,1,5,,5436960,H04L51/56,0,0,5625670,H04L51/56,0,0,5819172,H04L51/56,0,0,6067451,H04L51/56,0,0,6317592,H04L51/56,0,0,,,,,,,,
1489,"WebZero, LLC v. ClicVU, Inc.",392 Fed.Appx. 863,2010 WL 3035298,3/8/2010,1,1,,6973481,G06Q10/107,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1490,"Desenberg v. Google, Inc.",392 Fed.Appx. 868,2010 WL 3452493,31/8/2010,1,1,,7139732,G06Q30/08,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1493,"Business Objects, S.A. v. Microstrategy, Inc.",393 F.3d 1366,73 U.S.P.Q.2d 1520,6/1/2005,1,1,,5555403,G06F16/2428,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1497,"MarcTec, LLC v. Johnson & Johnson",394 Fed.Appx. 685,2010 WL 3075289,4/8/2010,1,2,,7128753,B29C65/602,0,0,7217290,A61B17/0401,0,0,,,,,,,,,,,,,,,,,,,,
1498,"Clearwater Systems Corp. v. Evapco, Inc.",394 Fed.Appx. 699,2010 WL 3448148,30/8/2010,1,1,,6063267,C02F1/487,1,1,,,,,,,,,,,,,,,,,,,,,,,,
1503,"Merck & Co., Inc. v. Teva Pharmaceuticals USA, Inc.",395 F.3d 1364,73 U.S.P.Q.2d 1641,28/1/2005,1,1,,5994329,A61K31/66,1,1,,,,,,,,,,,,,,,,,,,,,,,,
1504,Computer Cache Coherency Corp. v. Intel Corp.,395 Fed.Appx. 696,2010 WL 3818972,22/9/2010,1,1,,5072369,G11C11/419,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1506,"Extreme Networks, Inc. v. Enterasys Networks, Inc.",395 Fed.Appx. 709,2010 WL 3862902,30/9/2010,1,2,,5430727,H04L45/02,0,0,5195181,G06F13/00,1,1,,,,,,,,,,,,,,,,,,,,
1528,Lisle Corp. v. A.J. Mfg. Co.,398 F.3d 1306,73 U.S.P.Q.2d 1891,11/2/2005,1,1,,5287776,B25B27/0035,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1529,Eolas Technologies Inc. v. Microsoft Corp.,399 F.3d 1325,73 U.S.P.Q.2d 1782,2/3/2005,1,1,,5838906,G06F9/5027,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1530,Winbond Electronics Corp. v. International Trade Commission,4 Fed.Appx. 832,2001 WL 80412,30/1/2001,1,1,,4451903,G11C8/00,1,0,,,,,,,,,,,,,,,,,,,,,,,,
1532,"Collett v. Piper's Saw Shop, Inc.",4 Fed.Appx. 904,2001 WL 117779,9/2/2001,1,1,,4889025,C22C29/08,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1534,Amphenol Corp. v. Maxconn Inc.,4 Fed.Appx. 928,2001 WL 120073,12/2/2001,1,1,,4978317,H01R13/717,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1535,"Kimberly-Clark Corp. v. Tyco Intern., Inc.",4 Fed.Appx. 946,2001 WL 170461,20/2/2001,1,3,,4704116,A61F13/49413,0,0,5415644,A61F13/49413,0,0,5599338,A61F13/49413,0,0,,,,,,,,,,,,,,,,
1537,"Playtex Products, Inc. v. Procter & Gamble Co.",400 F.3d 901,73 U.S.P.Q.2d 2010,7/3/2005,1,1,,4536178,A61F13/26,1,1,,,,,,,,,,,,,,,,,,,,,,,,
1538,"Sentry Protection Products, Inc. v. Eagle Mfg. Co.",400 F.3d 910,73 U.S.P.Q.2d 1929,11/3/2005,1,2,,6244781,E01F15/141,0,0,6102611,E01F15/141,0,0,,,,,,,,,,,,,,,,,,,,
1544,"V-Formation, Inc. v. Benetton Group SpA",401 F.3d 1307,74 U.S.P.Q.2d 1042,15/3/2005,1,2,,5803466,A63C17/068,0,0,6045143,A63C17/068,0,0,,,,,,,,,,,,,,,,,,,,
1545,"Medrad, Inc. v. MRI Devices Corp.",401 F.3d 1313,74 U.S.P.Q.2d 1184,16/3/2005,1,1,,6396273,G01R33/3415,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1546,"MercExchange, LLC v. eBay, Inc.",401 F.3d 1323,74 U.S.P.Q.2d 1225,16/3/2005,1,3,,5845265,G06Q30/06,0,0,6085176,G06Q30/06,0,0,6202051,G06Q30/06,1,1,,,,,,,,,,,,,,,,
1547,"ASM America, Inc. v. Genus, Inc.",401 F.3d 1340,74 U.S.P.Q.2d 1211,16/3/2005,1,2,,6015590,C23C16/45525,0,0,5916365,C23C16/45542,0,0,,,,,,,,,,,,,,,,,,,,
1548,"Howmedica Osteonics Corp. v. Tranquil Prospects, Ltd.",401 F.3d 1367,74 U.S.P.Q.2d 1680,28/3/2005,1,1,,5222985,A61F2/30907,1,1,,,,,,,,,,,,,,,,,,,,,,,,
1552,"Asyst Technologies, Inc. v. Emtrak, Inc.",402 F.3d 1188,74 U.S.P.Q.2d 1272,22/3/2005,1,1,,5097421,H01L21/67294,1,1,,,,,,,,,,,,,,,,,,,,,,,,
1554,"Nellcor Puritan Bennett, Inc. v. Masimo Corp.",402 F.3d 1364,74 U.S.P.Q.2d 1351,8/4/2005,1,1,,4934372,A61B5/301,1,1,,,,,,,,,,,,,,,,,,,,,,,,
1555,"Chimie v. PPG Industries, Inc.",402 F.3d 1371,61 Fed.R.Serv.3d 724,11/4/2005,1,1,,6013234,C09C1/42,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1561,SmithKline Beecham Corp. v. Apotex Corp.,403 F.3d 1331,74 U.S.P.Q.2d 1398,8/4/2005,1,1,,4721723,C07D405/12,1,0,,,,,,,,,,,,,,,,,,,,,,,,
1562,"Nazomi Communications, Inc. v. Arm Holdings, PLC",403 F.3d 1364,74 U.S.P.Q.2d 1458,11/4/2005,1,1,,6332215,G06F9/30174,1,1,,,,,,,,,,,,,,,,,,,,,,,,
1577,Hoffer v. Microsoft Corp.,405 F.3d 1326,74 U.S.P.Q.2d 1481,22/4/2005,1,1,,5799151,G06Q30/06,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1578,"Gillette Co. v. Energizer Holdings, Inc.",405 F.3d 1367,74 U.S.P.Q.2d 1586,29/4/2005,1,1,Judge Archer dissented,6212777,B26B21/4031,1,1,,,,,,,,,,,,,,,,,,,,,,,,
1585,PC Connector Solutions LLC v. SmartDisk Corp.,406 F.3d 1359,74 U.S.P.Q.2d 1698,6/5/2005,1,1,,5224216,G11B23/0327,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1587,"Group One, Ltd. v. Hallmark Cards, Inc.",407 F.3d 1297,74 U.S.P.Q.2d 1759,16/5/2005,1,2,,5518492,D04D9/06,0,0,5711752,D04D9/06,0,0,,,,,,,,,,,,,,,,,,,,
1588,"Syntex (U.S.A.) LLC v. Apotex, Inc.",407 F.3d 1371,74 U.S.P.Q.2d 1823,18/5/2005,1,1,,5110493,A61K9/0048,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1606,"Edberg v. CPI-The Alternative Supplier, Inc.",41 Fed.Appx. 426,2002 WL 1541688,15/7/2002,1,2,,5780259,C12Q1/045,0,0,5429933,C12Q1/045,0,0,,,,,,,,,,,,,,,,,,,,
1607,"Neupak, Inc. v. Ideal Mfg. and Sales Corp.",41 Fed.Appx. 435,2002 WL 1363568,24/6/2002,1,1,,5505233,B65B39/00,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1608,"Boss Control, Inc. v. Bombardier Inc.",410 F.3d 1372,75 U.S.P.Q.2d 1038,8/6/2005,1,1,,5734206,G07C9/33,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1610,"Air Turbine Technology, Inc. v. Atlas Copco AB",410 F.3d 701,"2005-1 Trade Cases P 74,839",7/6/2005,1,1,,5439346,F01D15/065,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1621,"Ultra-Precision Mfg., Ltd. v. Ford Motor Co.",411 F.3d 1369,75 U.S.P.Q.2d 1065,15/6/2005,1,1,,5236312,F04B27/12,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1624,"Prima Tek II, L.L.C. v. Polypap, S.A.R.L.",412 F.3d 1284,75 U.S.P.Q.2d 1219,22/6/2005,1,2,,5410856,G09F23/00,1,1,5615532,A01M1/02,1,1,,,,,,,,,,,,,,,,,,,,
1625,"Default Proof Credit Card System, Inc. v. Home Depot U.S.A., Inc. (d/b/a The Home Depot)",412 F.3d 1291,75 U.S.P.Q.2d 1116,16/6/2005,1,1,,6405182,G06Q20/02,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1627,"Sunbeam Products, Inc. v. HoMedics, Inc.",412 Fed.Appx. 263,2010 WL 5230892,15/12/2010,1,1,,5133420,G01G19/42,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1628,"St. Clair Intellectual Property Consultants, Inc. v. Canon Inc.",412 Fed.Appx. 270,2011 WL 66166,10/1/2011,1,4,"MOORE, Circuit Judge, dissenting.",5138459,H04N1/00241,1,1,6094219,H04N1/00241,1,1,6233010,H04N1/00241,1,1,6323899,H04N1/00241,1,1,,,,,,,,,,,,
1636,"Seachange Intern., Inc. v. C-COR, Inc.",413 F.3d 1361,75 U.S.P.Q.2d 1385,29/6/2005,1,1,,5862312,G06F11/2028,1,1,,,,,,,,,,,,,,,,,,,,,,,,
1641,"Altair Engineering, Inc. v. LEDdynamics, Inc.",413 Fed.Appx. 251,2011 WL 836440,9/3/2011,1,1,,7049761,H05B47/10,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1642,"Move, Inc. v. Real Estate Alliance Ltd.",413 Fed.Appx. 280,2011 WL 995939,22/3/2011,1,1,,5032989,G06Q50/16,1,1,,,,,,,,,,,,,,,,,,,,,,,,
1643,Salazar v. Procter & Gamble Co.,414 F.3d 1342,75 U.S.P.Q.2d 1369,8/7/2005,1,1,,5535474,A46B15/0032,1,1,,,,,,,,,,,,,,,,,,,,,,,,
1645,"Alcohol Monitoring Systems, Inc. v. Actsoft, Inc.",414 Fed.Appx. 294,2011 WL 201494,24/1/2011,1,1,,5220919,G01N33/4972,1,1,,,,,,,,,,,,,,,,,,,,,,,,
1646,"SanDisk Corp. v. Memorex Products, Inc.",415 F.3d 1278,75 U.S.P.Q.2d 1475,8/7/2005,1,1,,5602987,G11C29/26,1,1,,,,,,,,,,,,,,,,,,,,,,,,
1647,Phillips v. AWH Corp.,415 F.3d 1303,75 U.S.P.Q.2d 1321,12/7/2005,1,1,,4677798,E04H9/10,1,1,,,,,,,,,,,,,,,,,,,,,,,,
1648,"North American Container, Inc. v. Plastipak Packaging, Inc.",415 F.3d 1335,75 U.S.P.Q.2d 1545,14/7/2005,1,1,,RE36639,,1,1,,,,,,,,,,,,,,,,,,,,,,,,
1649,"Warsaw Orthopedic, Inc. v. Globus Medical, Inc.",416 Fed.Appx. 67,2011 WL 229563,26/1/2011,1,2,,6530929,A61B17/7086,0,0,7008422,A61B17/7086,0,0,,,,,,,,,,,,,,,,,,,,
1650,Fifth Generation Computer Corp. v. International Business Machines Corp.,416 Fed.Appx. 74,2011 WL 229575,26/1/2011,1,1,,6000024,G06F15/8023,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1654,Harris Corp. v. Ericsson Inc.,417 F.3d 1241,75 U.S.P.Q.2d 1705,5/8/2005,1,1,,4365338,H03H21/0012,1,1,,,,,,,,,,,,,,,,,,,,,,,,
1655,"Datamize, LLC v. Plumtree Software, Inc.",417 F.3d 1342,75 U.S.P.Q.2d 1801,5/8/2005,1,1,,6014137,G06F3/04842,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1663,"CollegeNet, Inc. v. ApplyYourself, Inc.",418 F.3d 1225,75 U.S.P.Q.2d 1733,2/8/2005,1,2,,6345278,G06F40/174,0,0,6460042,G06F40/174,1,1,,,,,,,,,,,,,,,,,,,,
1664,"NTP, Inc. v. Research In Motion, Ltd.",418 F.3d 1282,75 U.S.P.Q.2d 1763,2/8/2005,1,5,,5436960,H04L51/56,1,1,5625670,H04L51/56,1,1,5819172,H04L51/56,0,0,6067451,H04L51/56,0,0,6317592,H04L51/56,1,1,,,,,,,,
1665,"Warner-Lambert Co. v. Teva Pharmaceuticals USA, Inc.",418 F.3d 1326,75 U.S.P.Q.2d 1865,11/8/2005,1,1,,4743450,A61K31/40,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1667,Terlep v. Brinkmann Corp.,418 F.3d 1379,76 U.S.P.Q.2d 1053,16/8/2005,1,1,,5594433,E01F13/02,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1669,Sanders v. The Mosaic Co.,418 Fed.Appx. 914,2011 WL 1491248,20/4/2011,1,1,,6210459,C05C3/00,1,1,,,,,,,,,,,,,,,,,,,,,,,,
1680,"Pause Technology, LLC v. TiVo, Inc.",419 F.3d 1326,76 U.S.P.Q.2d 1110,16/8/2005,1,1,,RE36801,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1681,"Tap Pharmaceutical Products, Inc. v. Owl Pharmaceuticals, L.L.C.",419 F.3d 1346,76 U.S.P.Q.2d 1126,18/8/2005,1,5,,5476663,A61K9/5031,0,0,5631020,A61K9/5031,0,0,5631021,A61K9/5031,0,0,4728721,C08G63/06,0,0,4849228,C08G63/06,0,0,,,,,,,,
1682,"AquaTex Industries, Inc. v. Techniche Solutions",419 F.3d 1374,76 U.S.P.Q.2d 1213,19/8/2005,1,0,,6371977,F41H5/0471,1,1,,,,,,,,,,,,,,,,,,,,,,,,
1693,"Research Plastics, Inc. v. Federal Packaging Corp.",421 F.3d 1290,76 U.S.P.Q.2d 1133,18/8/2005,1,1,,5628433,B05C17/00579,1,1,,,,,,,,,,,,,,,,,,,,,,,,
1697,"Network Commerce, Inc. v. Microsoft Corp.",422 F.3d 1353,76 U.S.P.Q.2d 1330,8/9/2005,1,1,,6073124,G07F17/0014,1,0,,,,,,,,,,,,,,,,,,,,,,,,
1700,"Biagro Western Sales, Inc. v. Grow More, Inc.",423 F.3d 1296,76 U.S.P.Q.2d 1347,13/9/2005,1,1,,5830255,C05G5/23,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1702,"Free Motion Fitness, Inc. v. Cybex Intern., Inc.",423 F.3d 1343,76 U.S.P.Q.2d 1432,16/9/2005,1,2,,6238323,A63B21/156,1,1,6458061,A63B21/156,1,1,,,,,,,,,,,,,,,,,,,,
1709,"Nystrom v. TREX Co., Inc.",424 F.3d 1136,76 U.S.P.Q.2d 1481,14/9/2005,1,1,,5474831,E04F15/04,1,1,,,,,,,,,,,,,,,,,,,,,,,,
1711,"CytoLogix Corp. v. Ventana Medical Systems, Inc.",424 F.3d 1168,76 U.S.P.Q.2d 1592,21/9/2005,1,1,,6180061,F04B23/025,1,0,,,,,,,,,,,,,,,,,,,,,,,,
1712,"Cross Medical Products, Inc. v. Medtronic Sofamor Danek, Inc.",424 F.3d 1293,76 U.S.P.Q.2d 1662,30/9/2005,1,1,,5474555,A61B17/7037,1,1,,,,,,,,,,,,,,,,,,,,,,,,
1713,"JVW Enterprises, Inc. v. Interact Accessories, Inc.",424 F.3d 1324,76 U.S.P.Q.2d 1641,3/10/2005,1,1,,4494754,A63F13/02,1,1,,,,,,,,,,,,,,,,,,,,,,,,
1727,"Callicrate v. Wadsworth Mfg., Inc.",427 F.3d 1361,77 U.S.P.Q.2d 1041,31/10/2005,1,2,,5997553,A61B17/12009,1,0,5681329,A61B17/12009,1,0,,,,,,,,,,,,,,,,,,,,
1733,"Dorel Juvenile Group, Inc. v. Graco Children's Products, Inc.",429 F.3d 1043,77 U.S.P.Q.2d 1090,7/11/2005,1,2,Judge Newman dissents regarding claim construction,6550862,B60N2/286,0,0,6612649,B60N2/286,0,0,,,,,,,,,,,,,,,,,,,,
1734,"Invitrogen Corp. v. Clontech Laboratories, Inc.",429 F.3d 1052,77 U.S.P.Q.2d 1161,18/11/2005,1,1,,6063608,C12P19/34,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1735,"MicroStrategy Inc. v. Business Objects, S.A.",429 F.3d 1344,77 U.S.P.Q.2d 1001,17/11/2005,1,2,,6260050,H04L69/329,0,0,6270033,B65H63/036,0,0,,,,,,,,,,,,,,,,,,,,
1736,"Pfizer, Inc. v. Teva Pharmaceuticals, USA, Inc.",429 F.3d 1364,77 U.S.P.Q.2d 1257,22/11/2005,1,1,,4743450,A61K31/40,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1741,"REckitt Benckiser Inc. v. Watson Laboratories, Inc.",430 Fed.Appx. 871,2011 WL 2648723,7/7/2011,1,1,,6372252,A61K9/5084,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1744,"Kimberly-Clark Worldwide, Inc. v. First Quality Baby Products, LLC",431 Fed.Appx. 884,2011 WL 2161072,1/6/2011,1,2,,7156939,A61F13/15747,1,1,6888143,A61F13/15,1,1,,,,,,,,,,,,,,,,,,,,
1745,"ImageCube, LLC v. The Boeing Co.",431 Fed.Appx. 905,2011 WL 2438634,20/6/2011,1,1,,RE37875,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1747,Norian Corp. v. Stryker Corp.,432 F.3d 1356,77 U.S.P.Q.2d 1242,6/12/2005,1,1,,6002065,A61L24/02,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1759,"Aerotel, Ltd. v. Telco Group, Inc.",433 Fed.Appx. 903,2011 WL 3100334,26/7/2011,1,1,,4706275,H04M17/023,1,1,,,,,,,,,,,,,,,,,,,,,,,,
1766,"Mitsubishi Chemical Corp. v. Barr Laboratories, Inc.",435 Fed.Appx. 927,2011 WL 3288394,2/8/2011,1,1,,5214052,A61K9/0019,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1767,"Privacash, Inc. v. American Exp. Co.",435 Fed.Appx. 939,2011 WL 3510742,11/8/2011,1,1,,7328181,G06Q20/385,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1768,"nCube Corp. v. Seachange Intern., Inc.",436 F.3d 1317,77 U.S.P.Q.2d 1481,9/1/2006,1,1,,5805804,H04L65/612,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1769,"Varco, L.P. v. Pason Systems USA Corp.",436 F.3d 1368,77 U.S.P.Q.2d 1948,1/2/2006,1,1,,5474142,E21B44/02,1,1,,,,,,,,,,,,,,,,,,,,,,,,
1775,"Stamps.com Inc. v. Endicia, Inc.",437 Fed.Appx. 897,2011 WL 2417044,15/6/2011,1,3,,5717597,G07B17/00508,1,0,6208980,G07B17/00508,1,0,6982808,G07B17/00508,1,0,,,,,,,,,,,,,,,,
1777,Joovy LLC v. Target Corp.,437 Fed.Appx. 932,2011 WL 3416514,5/8/2011,1,1,,5622375,B62B9/28,1,1,,,,,,,,,,,,,,,,,,,,,,,,
1778,Purdue Pharma L.P. v. Endo Pharmaceuticals Inc.,438 F.3d 1123,77 U.S.P.Q.2d 1767,1/2/2006,1,3,5656295 and 5508042 are the related continuations of 5549912,5656295,A61K9/2013,1,1,5508042,A61K9/2013,1,1,5549912,A61K9/2013,1,1,,,,,,,,,,,,,,,,
1780,"Curtiss-Wright Flow Control Corp. v. Velan, Inc.",438 F.3d 1374,77 U.S.P.Q.2d 1988,15/2/2006,1,1,,6565714,C10B25/10,1,1,,,,,,,,,,,,,,,,,,,,,,,,
1789,SmithKline Beecham Corp. v. Apotex Corp.,439 F.3d 1312,78 U.S.P.Q.2d 1097,24/2/2006,1,2,Judge Newman dissents regarding claim construction,6113944,A61K9/2095,0,0,4721723,C07D405/12,0,0,,,,,,,,,,,,,,,,,,,,
1793,"Semitool, Inc. v. Novellus Systems, Inc.",44 Fed.Appx. 949,2002 WL 1628368,23/7/2002,1,2,,5222310,H01L21/68728,0,0,5337708,F02D33/003,0,0,,,,,,,,,,,,,,,,,,,,
1794,"Laporte Pigments, Inc. v. Axel J., LP",44 Fed.Appx. 960,2002 WL 1890749,15/8/2002,1,1,,4946505,C04B14/022,1,0,,,,,,,,,,,,,,,,,,,,,,,,
1795,"Schoenhaus v. Genesco, Inc.",440 F.3d 1354,78 U.S.P.Q.2d 1252,15/3/2006,1,1,,5174052,A43B7/1425,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1799,"Bicon, Inc. v. Straumann Co.",441 F.3d 945,78 U.S.P.Q.2d 1267,20/3/2006,1,1,,5749731,A61C8/00,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1801,Atofina v. Great Lakes Chemical Corp.,441 F.3d 991,78 U.S.P.Q.2d 1417,23/3/2006,1,1,,5900514,C07C17/206,0,0,,,,,,,,,,,,,,,,,,,,,,,,
